Ref	x	y	Connectivity	Point First Moment	Point Second Moment	Visual Integration [HH]	conn	integ
4325461	-66.36904762	439.5578947	179	11408.541	1000832	3.0656409	5	1.3457561
4390918	-58.92857143	-152.5263158	52	1066.2267	27568	2.2784824	4	1.238096
4390919	-58.92857143	-145.0315789	51	985.74585	24256	2.2782452	4	1.238096
4390920	-58.92857143	-137.5368421	51	982.50018	24016	2.2782452	4	1.238096
4390921	-58.92857143	-130.0421053	52	1050.7106	26432	2.2784824	4	1.238096
4390958	-58.92857143	147.2631579	101	4250.4121	228304	2.5155244	3	1.307848
4390959	-58.92857143	154.7578947	99	4126.9146	221952	2.514946	3	1.307848
4390960	-58.92857143	162.2526316	100	4273.6733	236224	2.516392	3	1.307848
4390995	-58.92857143	424.5684211	258	27170.281	4448208	3.4325562	5	1.3457561
4390996	-58.92857143	432.0631579	212	16242.569	1755952	3.1727629	5	1.3457561
4390997	-58.92857143	439.5578947	183	11699.026	1042160	3.0673599	5	1.3457561
4456455	-51.48809524	-145.0315789	52	1048.983	26288	2.2784824	4	1.238096
4456456	-51.48809524	-137.5368421	50	948.00995	22832	2.278008	4	1.238096
4456457	-51.48809524	-130.0421053	51	993.97034	24880	2.2782452	4	1.238096
4456458	-51.48809524	-122.5473684	53	1104.6134	29216	2.2787197	4	1.238096
4456493	-51.48809524	139.7684211	101	4168.9434	218736	2.5155244	3	1.307848
4456494	-51.48809524	147.2631579	99	4037.3967	210816	2.514946	3	1.307848
4456495	-51.48809524	154.7578947	100	4171.5044	222624	2.516392	3	1.307848
4456516	-51.48809524	312.1473684	89	3146.9866	142384	2.9056628	3	1.1754071
4456517	-51.48809524	319.6421053	91	3241.7241	150832	2.9068205	3	1.1754071
4456518	-51.48809524	327.1368421	93	3377.7527	163904	2.907593	3	1.1754071
4456519	-51.48809524	334.6315789	93	3484.8167	181712	2.908366	3	1.1754071
4456520	-51.48809524	342.1263158	71	2162.2056	99472	3.0885739	3	1.1754071
4456521	-51.48809524	349.6210526	59	1393.5774	43968	2.8664587	3	1.1754071
4456522	-51.48809524	357.1157895	57	1273.796	37424	2.8657079	3	1.1754071
4456523	-51.48809524	364.6105263	55	1177.2544	32624	2.8649576	3	1.1754071
4456524	-51.48809524	372.1052632	55	1185.6943	32976	2.8649576	3	1.1754071
4456525	-51.48809524	379.6	56	1253.9376	36400	2.8653326	3	1.1754071
4456526	-51.48809524	387.0947368	55	1253.5944	37248	2.8649576	3	1.1754071
4456527	-51.48809524	394.5894737	55	1327.0171	42336	2.8649576	3	1.1754071
4456531	-51.48809524	424.5684211	272	30554.662	5370528	3.4401109	5	1.3457561
4456532	-51.48809524	432.0631579	225	16702.32	1790960	3.1992025	5	1.3457561
4456533	-51.48809524	439.5578947	202	12573.639	1098544	3.1269715	5	1.3457561
4521992	-44.04761905	-137.5368421	57	1319.2089	41968	2.5195792	4	1.238096
4521993	-44.04761905	-130.0421053	51	1018.0853	26640	2.2782452	4	1.238096
4521994	-44.04761905	-122.5473684	53	1102.5865	30464	2.2787197	4	1.238096
4521995	-44.04761905	-115.0526316	57	1294.4221	38272	2.2796693	4	1.238096
4522028	-44.04761905	132.2736842	102	4190.5762	220128	2.5158136	3	1.307848
4522029	-44.04761905	139.7684211	101	4116.6157	215120	2.5155244	3	1.307848
4522030	-44.04761905	147.2631579	101	4177.3203	220928	2.5166814	3	1.307848
4522051	-44.04761905	304.6526316	90	3176.177	146128	2.9064345	3	1.450893
4522052	-44.04761905	312.1473684	92	3227.9321	148832	2.9072068	3	1.1754071
4522053	-44.04761905	319.6421053	94	3327.29	156896	2.9079795	3	1.1754071
4522054	-44.04761905	327.1368421	91	3355.6782	176128	3.0973172	3	1.1754071
4522055	-44.04761905	334.6315789	59	1472.2966	51776	2.8664587	3	1.1754071
4522056	-44.04761905	342.1263158	55	1258.9926	40848	2.8649576	3	1.1754071
4522057	-44.04761905	349.6210526	55	1195.1732	35824	2.8649576	3	1.1754071
4522058	-44.04761905	357.1157895	54	1118.401	31232	2.8645825	3	1.1754071
4522059	-44.04761905	364.6105263	53	1053.8007	27488	2.8642075	3	1.1754071
4522060	-44.04761905	372.1052632	54	1090.1071	28448	2.8645825	3	1.1754071
4522061	-44.04761905	379.6	54	1110.0869	29552	2.8645825	3	1.1754071
4522062	-44.04761905	387.0947368	54	1153.8506	32416	2.8645825	3	1.1754071
4522063	-44.04761905	394.5894737	56	1268.2883	38176	2.8653326	3	1.1754071
4522064	-44.04761905	402.0842105	56	1350.0426	44240	2.8653326	3	1.1754071
4522065	-44.04761905	409.5789474	58	1490.5768	52928	2.8660834	3	1.1754071
4522066	-44.04761905	417.0736842	63	1717.6405	65168	2.8683374	3	1.1754071
4522067	-44.04761905	424.5684211	323	33685.813	5784128	3.6331639	5	1.3457561
4522068	-44.04761905	432.0631579	260	18752.516	1958240	3.3618906	5	1.3457561
4522069	-44.04761905	439.5578947	225	13949.663	1205232	3.2246604	5	1.3457561
4587529	-36.60714286	-130.0421053	60	1500.2231	51264	2.5204499	4	1.238096
4587530	-36.60714286	-122.5473684	59	1414.99	47024	2.5201595	4	1.238096
4587531	-36.60714286	-115.0526316	61	1450.1687	47776	2.5207403	4	1.238096
4587532	-36.60714286	-107.5578947	103	4345.1558	265552	2.4675853	4	1.238096
4587536	-36.60714286	-77.57894737	87	3549.5178	204704	2.7418301	4	1.238096
4587537	-36.60714286	-70.08421053	86	3369.856	184784	2.7414865	4	1.238096
4587538	-36.60714286	-62.58947368	82	3056.4751	159264	2.7401135	4	1.238096
4587539	-36.60714286	-55.09473684	79	2846.9272	142176	2.7390845	4	1.238096
4587563	-36.60714286	124.7789474	104	4296.3306	229984	2.516392	3	1.307848
4587564	-36.60714286	132.2736842	101	4088.1191	215344	2.5155244	3	1.307848
4587565	-36.60714286	139.7684211	100	4052.8618	212128	2.5152352	3	1.307848
4587586	-36.60714286	297.1578947	87	2969.1914	133760	2.9025793	3	1.450893
4587587	-36.60714286	304.6526316	93	3281.7976	152960	2.907593	3	1.450893
4587588	-36.60714286	312.1473684	97	3508.3162	168608	2.9099131	3	1.1754071
4587589	-36.60714286	319.6421053	56	1674.8423	71152	2.8653326	3	1.1754071
4587590	-36.60714286	327.1368421	54	1493.0612	59248	2.8645825	3	1.1754071
4587591	-36.60714286	334.6315789	54	1371.0352	49792	2.8645825	3	1.1754071
4587592	-36.60714286	342.1263158	54	1272.2743	42096	2.8645825	3	1.1754071
4587593	-36.60714286	349.6210526	54	1196.9681	36160	2.8645825	3	1.1754071
4587594	-36.60714286	357.1157895	55	1185.9927	33648	2.8649576	3	1.1754071
4587595	-36.60714286	364.6105263	55	1153.8644	30928	2.8649576	3	1.1754071
4587596	-36.60714286	372.1052632	55	1145.2603	30000	2.8649576	3	1.1754071
4587597	-36.60714286	379.6	55	1160.0459	30864	2.8649576	3	1.1754071
4587598	-36.60714286	387.0947368	55	1197.9172	33520	2.8649576	3	1.1754071
4587599	-36.60714286	394.5894737	55	1258.2047	37968	2.8649576	3	1.1754071
4587600	-36.60714286	402.0842105	56	1362.9216	44752	2.8657079	3	1.1754071
4587601	-36.60714286	409.5789474	57	1478.3302	52960	2.8660834	3	1.1754071
4587602	-36.60714286	417.0736842	65	1731.0155	65248	2.8694658	3	1.1754071
4587603	-36.60714286	424.5684211	327	34478.668	5929904	3.6355784	5	1.3457561
4587604	-36.60714286	432.0631579	265	19649.904	2115584	3.364475	5	1.3457561
4587605	-36.60714286	439.5578947	226	14224.063	1253664	3.2251358	5	1.3457561
4653066	-29.16666667	-122.5473684	68	1814.4807	63184	2.5227745	4	1.238096
4653067	-29.16666667	-115.0526316	73	1898.802	65744	2.5242295	4	1.238096
4653068	-29.16666667	-107.5578947	123	4768.8052	265952	2.7119279	4	1.238096
4653069	-29.16666667	-100.0631579	120	4548.7241	248784	2.7109199	4	1.238096
4653070	-29.16666667	-92.56842105	76	2013.5773	71680	2.3386283	4	1.238096
4653071	-29.16666667	-85.07368421	63	1471.7417	45504	2.3351345	4	1.238096
4653072	-29.16666667	-77.57894737	61	1550.8604	60272	2.7291775	4	1.238096
4653073	-29.16666667	-70.08421053	79	2801.4563	150640	2.7390845	4	1.238096
4653074	-29.16666667	-62.58947368	85	3062.0664	159232	2.7411432	4	1.238096
4653075	-29.16666667	-55.09473684	82	2820.968	137568	2.7401135	4	1.238096
4653076	-29.16666667	-47.6	82	2755.751	128096	2.7401135	4	1.238096
4653077	-29.16666667	-40.10526316	81	2684.502	119936	2.7397704	4	1.238096
4653098	-29.16666667	117.2842105	105	4367.3345	240656	2.5166814	3	1.307848
4653099	-29.16666667	124.7789474	102	4164.8379	226096	2.5158136	3	1.307848
4653100	-29.16666667	132.2736842	102	4159.3008	222384	2.5158136	3	1.307848
4653101	-29.16666667	139.7684211	102	4240.7563	227808	2.5169709	3	1.307848
4653120	-29.16666667	282.1684211	59	1518.7745	51248	2.3195405	3	1.450893
4653121	-29.16666667	289.6631579	58	1457.8402	49104	2.3195405	3	1.450893
4653122	-29.16666667	297.1578947	55	1455.8824	54272	2.3185575	3	1.450893
4653123	-29.16666667	304.6526316	56	1777.7788	83504	2.5181296	3	1.450893
4653139	-29.16666667	424.5684211	332	35812.016	6235792	3.6349745	5	1.3457561
4653140	-29.16666667	432.0631579	269	20595.775	2300560	3.3665454	5	1.3457561
4653141	-29.16666667	439.5578947	226	14373.915	1279872	3.0033689	5	1.3457561
4718603	-21.72619048	-115.0526316	69	1881.2098	66736	2.5230653	4	1.238096
4718604	-21.72619048	-107.5578947	124	4610.6177	246528	2.7122641	4	1.238096
4718605	-21.72619048	-100.0631579	116	4054.6038	205456	2.7095773	4	1.238096
4718606	-21.72619048	-92.56842105	99	2887.2068	112512	2.5332885	4	1.238096
4718607	-21.72619048	-85.07368421	77	2075.103	79024	2.5268528	4	1.238096
4718608	-21.72619048	-77.57894737	44	744.40509	15872	2.3306577	4	1.238096
4718609	-21.72619048	-70.08421053	46	818.93005	18400	2.3311543	4	1.238096
4718610	-21.72619048	-62.58947368	58	1544.23	65312	2.7312214	4	1.238096
4718611	-21.72619048	-55.09473684	80	2762.8931	135664	2.7373712	4	1.238096
4718612	-21.72619048	-47.6	78	2559.2778	119104	2.7366865	4	1.238096
4718613	-21.72619048	-40.10526316	76	2344.2893	100096	2.7360022	4	1.238096
4718614	-21.72619048	-32.61052632	77	2377.8481	99184	2.7363443	4	1.238096
4718615	-21.72619048	-25.11578947	76	2323.8184	93264	2.7360022	4	1.238096
4718633	-21.72619048	109.7894737	108	4614.896	266944	2.5245206	3	1.307848
4718634	-21.72619048	117.2842105	104	4320.4111	244048	2.516392	3	1.307848
4718635	-21.72619048	124.7789474	103	4251.0942	235728	2.5161028	3	1.307848
4718636	-21.72619048	132.2736842	103	4318.3848	239184	2.5172606	3	1.307848
4718655	-21.72619048	274.6736842	50	1078.4397	30048	2.3170846	3	1.450893
4718656	-21.72619048	282.1684211	52	1170.2915	35664	2.3178208	3	1.450893
4718657	-21.72619048	289.6631579	54	1374.7101	50544	2.3188033	3	1.450893
4718658	-21.72619048	297.1578947	61	2075.5645	109664	2.530359	3	1.450893
4718675	-21.72619048	424.5684211	292	35125.055	6364672	3.4476991	5	1.3457561
4718676	-21.72619048	432.0631579	232	19723.852	2385792	3.2067037	5	1.3457561
4718677	-21.72619048	439.5578947	192	12934.185	1239536	2.8582218	5	1.3457561
4784140	-14.28571429	-107.5578947	120	4466.748	238480	2.7109199	2	1.043339
4784141	-14.28571429	-100.0631579	108	3642.0339	177312	2.7068958	2	1.043339
4784142	-14.28571429	-92.56842105	90	2613.6345	103856	2.5306518	2	1.043339
4784148	-14.28571429	-47.6	71	2377.312	112672	2.656616	4	1.238096
4784149	-14.28571429	-40.10526316	72	2250.3782	98864	2.7322445	4	1.238096
4784150	-14.28571429	-32.61052632	72	2129.7468	86992	2.7346346	4	1.238096
4784151	-14.28571429	-25.11578947	73	2155.9033	86704	2.7349763	4	1.238096
4784152	-14.28571429	-17.62105263	72	2077.2288	79408	2.7346346	4	1.238096
4784168	-14.28571429	102.2947368	112	4929.439	299328	2.5286047	3	1.307848
4784169	-14.28571429	109.7894737	106	4494.1992	266288	2.5169709	3	1.307848
4784170	-14.28571429	117.2842105	104	4359.209	252592	2.516392	3	1.307848
4784171	-14.28571429	124.7789474	103	4374.7769	252784	2.5172606	3	1.307848
4784190	-14.28571429	267.1789474	49	1029.4614	28336	2.3168392	3	1.450893
4784191	-14.28571429	274.6736842	51	1103.6886	32592	2.3175752	3	1.450893
4784192	-14.28571429	282.1684211	59	1612.9824	65584	2.5213211	3	1.450893
4784193	-14.28571429	289.6631579	73	2776.5869	159360	2.5338752	3	1.450893
4784211	-14.28571429	424.5684211	300	36893.988	6752144	3.4520502	5	1.3457561
4784212	-14.28571429	432.0631579	240	21672.031	2784288	3.2104673	5	1.3457561
4784213	-14.28571429	439.5578947	187	13069.023	1291072	2.8556108	5	1.3457561
4849675	-6.845238095	-115.0526316	83	3088.3906	164688	2.4849586	2	1.043339
4849676	-6.845238095	-107.5578947	83	2913.2266	158672	2.4846764	2	1.043339
4849677	-6.845238095	-100.0631579	95	2917.8521	121312	2.5318229	2	1.043339
4849686	-6.845238095	-32.61052632	68	1999.5742	82128	2.5318229	4	1.238096
4849687	-6.845238095	-25.11578947	70	1956.74	75488	2.6562934	4	1.238096
4849688	-6.845238095	-17.62105263	69	1856.9895	67552	2.6556487	4	1.238096
4849689	-6.845238095	-10.12631579	70	1917.4629	69408	2.7315624	4	1.238096
4849703	-6.845238095	94.8	115	5164.5161	328768	2.5294816	3	1.307848
4849704	-6.845238095	102.2947368	113	4969.1431	309152	2.528897	3	1.307848
4849705	-6.845238095	109.7894737	106	4562.46	278656	2.5169709	3	1.307848
4849706	-6.845238095	117.2842105	105	4505.0757	268048	2.5166814	3	1.307848
4849725	-6.845238095	259.6842105	47	973.8941	27136	2.3163486	3	1.450893
4849726	-6.845238095	267.1789474	55	1288.364	42192	2.5178399	3	1.450893
4849727	-6.845238095	274.6736842	73	2471.7434	125504	2.5338752	3	1.450893
4849728	-6.845238095	282.1684211	80	3159.3972	182640	2.538873	3	1.450893
4849747	-6.845238095	424.5684211	307	38361.063	7046800	3.4558663	5	1.3457561
4849748	-6.845238095	432.0631579	256	25801.76	3844720	3.4314797	5	1.3457561
4849749	-6.845238095	439.5578947	189	13744.942	1406240	2.8563564	5	1.3457561
4915211	0.595238095	-115.0526316	78	2764.8962	141808	2.4832666	2	1.043339
4915212	0.595238095	-107.5578947	76	2594.9641	137488	2.4824216	2	1.043339
4915213	0.595238095	-100.0631579	56	1235.3057	36272	2.3311543	2	1.043339
4915223	0.595238095	-25.11578947	67	1870.109	71200	2.5315301	4	1.238096
4915224	0.595238095	-17.62105263	68	1779.2296	62528	2.5318229	4	1.238096
4915225	0.595238095	-10.12631579	67	1700.4253	57120	2.5335817	4	1.238096
4915226	0.595238095	-2.631578947	70	1887.9144	67632	2.6562934	4	1.238096
4915238	0.595238095	87.30526316	119	5512.8784	369536	2.5306518	3	1.307848
4915239	0.595238095	94.8	119	5336.769	346416	2.5306518	3	1.307848
4915240	0.595238095	102.2947368	112	4919.5938	314032	2.5187092	3	1.307848
4915241	0.595238095	109.7894737	105	4630.6055	292400	2.5166814	3	1.307848
4915260	0.595238095	252.1894737	48	1087.4047	34256	2.3168392	3	1.450893
4915261	0.595238095	259.6842105	73	2291.0552	103488	2.5338752	3	1.450893
4915262	0.595238095	267.1789474	81	2879.4941	146848	2.5391676	3	1.450893
4915263	0.595238095	274.6736842	80	2974.6206	159472	2.538873	3	1.450893
4915283	0.595238095	424.5684211	312	39346.824	7212912	3.4585974	5	1.3457561
4915284	0.595238095	432.0631579	274	29926.965	4824416	3.4411929	5	1.3457561
4915285	0.595238095	439.5578947	195	14581.118	1526864	2.8585951	5	1.3457561
4980747	8.035714286	-115.0526316	76	2563.1941	124512	2.4824216	2	1.043339
4980748	8.035714286	-107.5578947	73	2476.8611	128512	2.4815769	2	1.043339
4980749	8.035714286	-100.0631579	41	745.8335	17216	2.0798922	2	1.043339
4980760	8.035714286	-17.62105263	67	1793.0197	63952	2.5315301	4	1.238096
4980761	8.035714286	-10.12631579	67	1687.6022	56064	2.5315301	4	1.238096
4980762	8.035714286	-2.631578947	69	1724.6833	55776	2.5321159	4	1.238096
4980763	8.035714286	4.863157895	66	1636.1749	52208	2.5312371	4	1.238096
4980773	8.035714286	79.81052632	127	5954.5684	417072	2.8638327	3	1.307848
4980774	8.035714286	87.30526316	124	5639.5825	384448	2.5321159	3	1.307848
4980775	8.035714286	94.8	120	5411.3516	360944	2.5309443	3	1.307848
4980776	8.035714286	102.2947368	107	4885.5967	327088	2.5172606	3	1.307848
4980795	8.035714286	244.6947368	81	2667.1804	118112	2.5391676	3	1.450893
4980796	8.035714286	252.1894737	81	2693.5979	123200	2.5391676	3	1.450893
4980797	8.035714286	259.6842105	81	2767.0642	131936	2.5391676	3	1.450893
4980798	8.035714286	267.1789474	79	2788.6775	139168	2.5385785	3	1.450893
4980819	8.035714286	424.5684211	316	39927.59	7243328	3.4607854	5	1.3457561
4980820	8.035714286	432.0631579	279	31132.527	5097648	3.4439008	5	1.3457561
4980821	8.035714286	439.5578947	205	16080.009	1754848	2.8634579	5	1.3457561
5046282	15.47619048	-122.5473684	74	2465.5815	113248	2.4818585	2	1.043339
5046283	15.47619048	-115.0526316	73	2355.8042	108624	2.4815769	2	1.043339
5046284	15.47619048	-107.5578947	69	2274.6982	112960	2.4784851	2	1.043339
5046297	15.47619048	-10.12631579	81	2695.9482	128832	2.7459588	4	1.238096
5046298	15.47619048	-2.631578947	79	2383.6345	101680	2.561759	4	1.238096
5046299	15.47619048	4.863157895	70	1748.0387	56528	2.532409	4	1.238096
5046300	15.47619048	12.35789474	70	1782.6373	59168	2.532409	4	1.238096
5046301	15.47619048	19.85263158	66	1746.9032	60832	2.5312371	4	1.238096
5046308	15.47619048	72.31578947	144	6663.9194	476096	2.8991184	3	1.307848
5046309	15.47619048	79.81052632	135	6160.7471	437920	2.8668342	3	1.307848
5046310	15.47619048	87.30526316	125	5721.8115	401952	2.532409	3	1.307848
5046311	15.47619048	94.8	110	5170.873	366320	2.5181296	3	1.307848
5046329	15.47619048	229.7052632	56	1564.8025	60752	2.1985879	3	1.450893
5046330	15.47619048	237.2	81	2627.0984	112672	2.5391676	3	1.450893
5046331	15.47619048	244.6947368	81	2647.6187	116160	2.5391676	3	1.450893
5046332	15.47619048	252.1894737	81	2703.1033	122272	2.5391676	3	1.450893
5046333	15.47619048	259.6842105	79	2693.6079	125792	2.5385785	3	1.450893
5046355	15.47619048	424.5684211	317	39758.082	7078400	3.4613328	5	1.3457561
5046356	15.47619048	432.0631579	288	33218.332	5571408	3.4487858	5	1.3457561
5046357	15.47619048	439.5578947	210	17052.148	1916768	3.1718431	5	1.3457561
5111818	22.91666667	-122.5473684	73	2320.2332	100400	2.4815769	2	1.043339
5111819	22.91666667	-115.0526316	71	2193.626	95312	2.4790468	2	1.043339
5111820	22.91666667	-107.5578947	67	2093.7085	96352	2.2358787	2	1.043339
5111834	22.91666667	-2.631578947	90	3020.0798	136432	2.748373	4	1.238096
5111835	22.91666667	4.863157895	90	2869.7388	123408	2.7500999	4	1.238096
5111836	22.91666667	12.35789474	91	2849.0154	120880	2.7511373	4	1.238096
5111837	22.91666667	19.85263158	89	2712.0938	111856	2.7504456	4	1.238096
5111838	22.91666667	27.34736842	75	2098.6165	78688	2.5394621	4	1.238096
5111842	22.91666667	57.32631579	91	2462.9011	88096	2.8162866	3	1.307848
5111843	22.91666667	64.82105263	162	7565.9819	553184	2.907593	3	1.307848
5111844	22.91666667	72.31578947	158	7098.0518	507856	2.9048913	3	1.307848
5111845	22.91666667	79.81052632	151	6652.9482	469824	2.8941338	3	1.307848
5111846	22.91666667	87.30526316	128	5948.8462	428032	2.5332885	3	1.307848
5111863	22.91666667	214.7157895	56	1424.1689	47616	2.1985879	3	1.450893
5111864	22.91666667	222.2105263	67	2047.1144	85536	2.5350494	3	1.450893
5111865	22.91666667	229.7052632	81	2643.4429	113504	2.5391676	3	1.450893
5111866	22.91666667	237.2	81	2650.2498	114368	2.5391676	3	1.450893
5111867	22.91666667	244.6947368	81	2694.9189	118480	2.5391676	3	1.450893
5111868	22.91666667	252.1894737	80	2714.9321	121888	2.538873	3	1.450893
5111891	22.91666667	424.5684211	317	39566.23	6957408	3.4613328	5	1.3457561
5111892	22.91666667	432.0631579	292	34080.57	5725200	3.4476991	5	1.3457561
5111893	22.91666667	439.5578947	214	17834.178	2051344	3.1982675	5	1.3457561
5177354	30.35714286	-122.5473684	71	2165.1492	88560	2.4790468	2	1.043339
5177355	30.35714286	-115.0526316	69	2051.1575	83904	2.2363358	2	1.043339
5177356	30.35714286	-107.5578947	61	1828.9191	79856	2.2342808	2	1.043339
5177371	30.35714286	4.863157895	89	2830.7554	116112	2.5614591	4	1.238096
5177372	30.35714286	12.35789474	91	2765.5544	107872	2.5632594	4	1.238096
5177373	30.35714286	19.85263158	96	2923.7898	116464	2.7521753	4	1.238096
5177374	30.35714286	27.34736842	100	3006.9011	119824	2.7535605	4	1.238096
5177375	30.35714286	34.84210526	114	3501.9419	141152	2.762599	4	1.238096
5177376	30.35714286	42.33684211	108	3034.6392	114368	3.1426892	4	1.238096
5177377	30.35714286	49.83157895	114	3285.792	127136	2.9873784	4	1.238096
5177378	30.35714286	57.32631579	168	8028.3638	614240	2.9723642	4	1.238096
5177379	30.35714286	64.82105263	171	7870.6738	582720	2.9735761	4	1.238096
5177380	30.35714286	72.31578947	166	7382.6353	537280	2.9703469	4	1.238096
5177381	30.35714286	79.81052632	160	6960.0005	499248	2.7511373	4	1.238096
5177382	30.35714286	87.30526316	77	1628.2908	43680	2.4160922	4	1.238096
5177383	30.35714286	94.8	69	1544.574	42768	2.4091761	4	1.238096
5177384	30.35714286	102.2947368	68	1643.4443	49232	2.4089108	4	1.238096
5177396	30.35714286	192.2315789	54	1300.4899	39648	2.1981463	3	1.450893
5177397	30.35714286	199.7263158	56	1376.5946	43600	2.1985879	3	1.450893
5177398	30.35714286	207.2210526	59	1558.771	56192	2.532409	3	1.450893
5177399	30.35714286	214.7157895	71	2249.7151	97376	2.5362246	3	1.450893
5177400	30.35714286	222.2105263	82	2759.4795	122032	2.5394621	3	1.450893
5177401	30.35714286	229.7052632	82	2757.0132	120672	2.5394621	3	1.450893
5177402	30.35714286	237.2	81	2721.6526	118064	2.5391676	3	1.450893
5177427	30.35714286	424.5684211	319	39689.121	6888928	3.4624281	5	1.3457561
5177428	30.35714286	432.0631579	301	36058.145	6144592	3.4525948	5	1.3457561
5177429	30.35714286	439.5578947	220	18910.289	2236992	3.2010746	5	1.3457561
5242890	37.79761905	-122.5473684	70	2074.6563	80768	2.478766	2	1.043339
5242891	37.79761905	-115.0526316	70	2074.4641	82832	2.2365644	2	1.043339
5242909	37.79761905	19.85263158	95	2904.3401	112432	2.5647616	4	1.238096
5242910	37.79761905	27.34736842	105	3239.6794	128496	2.5677712	4	1.238096
5242911	37.79761905	34.84210526	113	3445.7104	138352	2.5716941	4	1.238096
5242912	37.79761905	42.33684211	135	4383.3096	190880	2.5817068	4	1.238096
5242913	37.79761905	49.83157895	204	10272.552	786160	3.1658776	4	1.238096
5242914	37.79761905	57.32631579	179	8598.5557	664944	3.0604959	4	1.238096
5242915	37.79761905	64.82105263	170	7927.2368	606528	2.9731719	4	1.238096
5242916	37.79761905	72.31578947	165	7489.3203	564160	2.9699438	4	1.238096
5242917	37.79761905	79.81052632	97	2071.1719	56960	2.6212921	4	1.238096
5242918	37.79761905	87.30526316	78	1626.8351	44528	2.6097252	4	1.238096
5242919	37.79761905	94.8	77	1690.7604	47808	2.6072376	4	1.238096
5242920	37.79761905	102.2947368	71	1660.791	50608	2.409972	4	1.238096
5242921	37.79761905	109.7894737	72	1821.4978	59984	2.4102376	4	1.238096
5242922	37.79761905	117.2842105	73	2007.4972	71680	2.4112997	4	1.238096
5242930	37.79761905	177.2421053	55	1390.304	46304	2.1983671	3	1.450893
5242931	37.79761905	184.7368421	57	1461.8519	49888	2.1988089	3	1.450893
5242932	37.79761905	192.2315789	58	1482.2609	50512	2.1990299	3	1.450893
5242933	37.79761905	199.7263158	65	1924.8782	80336	2.5344622	3	1.450893
5242934	37.79761905	207.2210526	74	2492.5256	116240	2.5371068	3	1.450893
5242935	37.79761905	214.7157895	82	2868.8076	132912	2.5394621	3	1.450893
5242963	37.79761905	424.5684211	319	39538.465	6786048	3.4624281	5	1.3457561
5242964	37.79761905	432.0631579	310	37896.969	6502528	3.4575045	5	1.3457561
5242965	37.79761905	439.5578947	230	20672.398	2551904	3.2057641	5	1.3457561
5308426	45.23809524	-122.5473684	69	1988.8942	73920	2.2363358	2	1.043339
5308427	45.23809524	-115.0526316	69	1993.7136	75712	2.2361073	2	1.043339
5308446	45.23809524	27.34736842	103	3446.4512	144848	2.5471478	4	1.238096
5308447	45.23809524	34.84210526	123	4694.7622	243088	2.5620589	4	1.238096
5308448	45.23809524	42.33684211	182	9488.4199	767120	2.609103	4	1.238096
5308449	45.23809524	49.83157895	201	10363.706	817552	3.1359339	4	1.238096
5308450	45.23809524	57.32631579	199	10003.956	777120	3.1336884	4	1.238096
5308451	45.23809524	64.82105263	185	9110.8965	709360	2.9711535	4	1.238096
5308452	45.23809524	72.31578947	118	3286.8413	132528	2.8983505	4	1.238096
5308453	45.23809524	79.81052632	80	1674.4164	48576	2.4155586	4	1.238096
5308454	45.23809524	87.30526316	71	1527.7932	45216	2.4078505	4	1.238096
5308455	45.23809524	94.8	75	1712.3713	51760	2.6063061	4	1.238096
5308456	45.23809524	102.2947368	72	1766.4886	58352	2.6053751	4	1.238096
5308457	45.23809524	109.7894737	71	1836.4785	64144	2.6056855	4	1.238096
5308458	45.23809524	117.2842105	72	1975.0957	74432	2.6072376	4	1.238096
5308459	45.23809524	124.7789474	72	2073.5735	81344	2.4115655	4	1.238096
5308463	45.23809524	154.7578947	62	1870.5863	76704	2.2092423	3	1.450893
5308464	45.23809524	162.2526316	58	1636.204	64240	2.2083507	3	1.450893
5308465	45.23809524	169.7473684	59	1653.1233	64976	2.1992509	3	1.450893
5308466	45.23809524	177.2421053	57	1522.4176	56432	2.1988089	3	1.450893
5308467	45.23809524	184.7368421	62	1867.9902	83536	2.5332885	3	1.450893
5308468	45.23809524	192.2315789	70	2343.0327	113344	2.5359306	3	1.450893
5308469	45.23809524	199.7263158	78	2835.1494	143184	2.5382838	3	1.450893
5308499	45.23809524	424.5684211	319	39412.445	6693408	3.4624281	5	1.3457561
5308500	45.23809524	432.0631579	316	38966.445	6654752	3.4607854	5	1.3457561
5308501	45.23809524	439.5578947	251	24752.73	3396624	3.4287913	5	1.3457561
5373962	52.67857143	-122.5473684	69	1968.7507	71488	2.2363358	2	1.043339
5373963	52.67857143	-115.0526316	68	1971.7371	74464	2.2358787	2	1.043339
5373985	52.67857143	49.83157895	188	10271.904	844960	3.1296546	3	1.238096
5373986	52.67857143	57.32631579	196	10270.665	822480	3.1318944	3	1.238096
5373987	52.67857143	64.82105263	162	6848.5098	447328	2.961503	3	1.238096
5373988	52.67857143	72.31578947	114	3597.384	172256	2.8979666	3	1.238096
5373989	52.67857143	79.81052632	87	2617.6606	125248	2.541822	3	1.238096
5373993	52.67857143	109.7894737	38	663.51715	14480	2.4249275	4	1.238096
5373994	52.67857143	117.2842105	51	1076.7053	33392	2.5998034	4	1.238096
5373995	52.67857143	124.7789474	67	1724.3645	66000	2.6103477	4	1.450893
5373996	52.67857143	132.2736842	86	2617.4539	113328	2.6181557	4	1.450893
5373997	52.67857143	139.7684211	111	3972.759	193248	2.626641	3	1.450893
