Ref	x	y	Connectivity	Point First Moment	Point Second Moment	Visual Integration [HH]	conn	integ
4063234	156	-112	277	37642.293	7548960	2.532409	3	1.238096
4063235	156	-108	277	36969.664	7365344	2.532409	3	1.238096
4063236	156	-104	271	35040.867	6862864	2.5306518	3	1.238096
4063283	156	84	99	4968.7144	352320	2.514946	3	1.307848
4063284	156	88	100	5066.0449	365904	2.516392	3	1.307848
4063285	156	92	101	5204.4238	381040	2.6492186	3	1.307848
4063315	156	212	222	19057.707	2436112	3.2020113	5	1.3457561
4063316	156	216	196	13908.945	1397168	2.8600895	5	1.3457561
4063317	156	220	175	10693.75	878688	3.0639241	5	1.3457561
4128770	160	-112	277	38259.98	7770400	2.532409	4	1.238096
4128771	160	-108	274	36800.266	7374992	2.5315301	4	1.238096
4128772	160	-104	64	1611.5009	56992	2.281333	4	1.238096
4128773	160	-100	49	1212.4788	41824	2.277771	4	1.238096
4128818	160	80	99	4726.1787	312384	2.514946	3	1.307848
4128819	160	84	99	4777.7476	323008	2.5161028	3	1.307848
4128820	160	88	101	5012.2402	348448	2.5236473	3	1.307848
4128851	160	212	226	19829.426	2603936	3.2038867	5	1.3457561
4128852	160	216	199	14398.848	1480800	2.8612115	5	1.3457561
4128853	160	220	175	10725.56	885696	3.0639241	5	1.3457561
4194307	164	-108	154	11849.928	1528272	2.3323967	4	1.238096
4194308	164	-104	57	1377.293	46816	2.2796693	4	1.238096
4194309	164	-100	51	1182.058	38752	2.2782452	4	1.238096
4194310	164	-96	50	1130.675	34944	2.278008	4	1.238096
4194353	164	76	99	4517.8281	278848	2.514946	3	1.307848
4194354	164	80	99	4562.1421	287936	2.5161028	3	1.307848
4194355	164	84	100	4733.0811	308112	2.516392	3	1.307848
4194387	164	212	229	20347.805	2698832	3.2052946	5	1.3457561
4194388	164	216	203	14965.223	1563584	2.8627088	5	1.3457561
4194389	164	220	177	10964.226	923408	3.0647824	5	1.3457561
4259844	168	-104	56	1323.9983	42320	2.2794318	4	1.238096
4259845	168	-100	52	1146.4729	34880	2.2784824	4	1.238096
4259846	168	-96	50	1046.0332	29888	2.278008	4	1.238096
4259847	168	-92	50	1035.7112	28000	2.278008	4	1.238096
4259888	168	72	100	4423.6509	258112	2.5152352	3	1.307848
4259889	168	76	100	4469.0278	267024	2.516392	3	1.307848
4259890	168	80	100	4539.0996	276752	2.516392	3	1.307848
4259923	168	212	237	21955.432	3049360	3.2090549	5	1.3457561
4259924	168	216	206	15411.439	1627264	2.8638327	5	1.3457561
4259925	168	220	177	11044.012	942448	3.0647824	5	1.3457561
4325381	172	-100	53	1148.9425	32656	2.2787197	4	1.238096
4325382	172	-96	51	1030.8888	27584	2.2782452	4	1.238096
4325383	172	-92	50	972.87689	24608	2.278008	4	1.238096
4325384	172	-88	51	1022.3578	25680	2.2782452	4	1.238096
4325423	172	68	100	4278.1538	236512	2.5152352	3	1.307848
4325424	172	72	99	4250.8438	239488	2.514946	3	1.307848
4325425	172	76	99	4321.9443	248528	2.5161028	3	1.307848
4325459	172	212	245	23814.912	3510080	3.2175484	5	1.3457561
4325460	172	216	209	15775.334	1685328	2.8649576	5	1.3457561
4325461	172	220	179	11408.541	1000832	3.0656409	5	1.3457561
4390918	176	-96	52	1066.2267	27568	2.2784824	4	1.238096
4390919	176	-92	51	985.74585	24256	2.2782452	4	1.238096
4390920	176	-88	51	982.50018	24016	2.2782452	4	1.238096
4390921	176	-84	52	1050.7106	26432	2.2784824	4	1.238096
4390958	176	64	101	4250.4121	228304	2.5155244	3	1.307848
4390959	176	68	99	4126.9146	221952	2.514946	3	1.307848
4390960	176	72	100	4273.6733	236224	2.516392	3	1.307848
4390995	176	212	258	27170.281	4448208	3.4325562	5	1.3457561
4390996	176	216	212	16242.569	1755952	3.1727629	5	1.3457561
4390997	176	220	183	11699.026	1042160	3.0673599	5	1.3457561
4456455	180	-92	52	1048.983	26288	2.2784824	4	1.238096
4456456	180	-88	50	948.00995	22832	2.278008	4	1.238096
4456457	180	-84	51	993.97034	24880	2.2782452	4	1.238096
4456458	180	-80	53	1104.6134	29216	2.2787197	4	1.238096
4456493	180	60	101	4168.9434	218736	2.5155244	3	1.307848
4456494	180	64	99	4037.3967	210816	2.514946	3	1.307848
4456495	180	68	100	4171.5044	222624	2.516392	3	1.307848
4456516	180	152	89	3146.9866	142384	2.9056628	3	1.1754071
4456517	180	156	91	3241.7241	150832	2.9068205	3	1.1754071
4456518	180	160	93	3377.7527	163904	2.907593	3	1.1754071
4456519	180	164	93	3484.8167	181712	2.908366	3	1.1754071
4456520	180	168	71	2162.2056	99472	3.0885739	3	1.1754071
4456521	180	172	59	1393.5774	43968	2.8664587	3	1.1754071
4456522	180	176	57	1273.796	37424	2.8657079	3	1.1754071
4456523	180	180	55	1177.2544	32624	2.8649576	3	1.1754071
4456524	180	184	55	1185.6943	32976	2.8649576	3	1.1754071
4456525	180	188	56	1253.9376	36400	2.8653326	3	1.1754071
4456526	180	192	55	1253.5944	37248	2.8649576	3	1.1754071
4456527	180	196	55	1327.0171	42336	2.8649576	3	1.1754071
4456531	180	212	272	30554.662	5370528	3.4401109	5	1.3457561
4456532	180	216	225	16702.32	1790960	3.1992025	5	1.3457561
4456533	180	220	202	12573.639	1098544	3.1269715	5	1.3457561
4521992	184	-88	57	1319.2089	41968	2.5195792	4	1.238096
4521993	184	-84	51	1018.0853	26640	2.2782452	4	1.238096
4521994	184	-80	53	1102.5865	30464	2.2787197	4	1.238096
4521995	184	-76	57	1294.4221	38272	2.2796693	4	1.238096
4522028	184	56	102	4190.5762	220128	2.5158136	3	1.307848
4522029	184	60	101	4116.6157	215120	2.5155244	3	1.307848
4522030	184	64	101	4177.3203	220928	2.5166814	3	1.307848
4522051	184	148	90	3176.177	146128	2.9064345	3	1.450893
4522052	184	152	92	3227.9321	148832	2.9072068	3	1.1754071
4522053	184	156	94	3327.29	156896	2.9079795	3	1.1754071
4522054	184	160	91	3355.6782	176128	3.0973172	3	1.1754071
4522055	184	164	59	1472.2966	51776	2.8664587	3	1.1754071
4522056	184	168	55	1258.9926	40848	2.8649576	3	1.1754071
4522057	184	172	55	1195.1732	35824	2.8649576	3	1.1754071
4522058	184	176	54	1118.401	31232	2.8645825	3	1.1754071
4522059	184	180	53	1053.8007	27488	2.8642075	3	1.1754071
4522060	184	184	54	1090.1071	28448	2.8645825	3	1.1754071
4522061	184	188	54	1110.0869	29552	2.8645825	3	1.1754071
4522062	184	192	54	1153.8506	32416	2.8645825	3	1.1754071
4522063	184	196	56	1268.2883	38176	2.8653326	3	1.1754071
4522064	184	200	56	1350.0426	44240	2.8653326	3	1.1754071
4522065	184	204	58	1490.5768	52928	2.8660834	3	1.1754071
4522066	184	208	63	1717.6405	65168	2.8683374	3	1.1754071
4522067	184	212	323	33685.813	5784128	3.6331639	5	1.3457561
4522068	184	216	260	18752.516	1958240	3.3618906	5	1.3457561
4522069	184	220	225	13949.663	1205232	3.2246604	5	1.3457561
4587529	188	-84	60	1500.2231	51264	2.5204499	4	1.238096
4587530	188	-80	59	1414.99	47024	2.5201595	4	1.238096
4587531	188	-76	61	1450.1687	47776	2.5207403	4	1.238096
4587532	188	-72	103	4345.1558	265552	2.4675853	4	1.238096
4587536	188	-56	87	3549.5178	204704	2.7418301	4	1.238096
4587537	188	-52	86	3369.856	184784	2.7414865	4	1.238096
4587538	188	-48	82	3056.4751	159264	2.7401135	4	1.238096
4587539	188	-44	79	2846.9272	142176	2.7390845	4	1.238096
4587563	188	52	104	4296.3306	229984	2.516392	3	1.307848
4587564	188	56	101	4088.1191	215344	2.5155244	3	1.307848
4587565	188	60	100	4052.8618	212128	2.5152352	3	1.307848
4587586	188	144	87	2969.1914	133760	2.9025793	3	1.450893
4587587	188	148	93	3281.7976	152960	2.907593	3	1.450893
4587588	188	152	97	3508.3162	168608	2.9099131	3	1.1754071
4587589	188	156	56	1674.8423	71152	2.8653326	3	1.1754071
4587590	188	160	54	1493.0612	59248	2.8645825	3	1.1754071
4587591	188	164	54	1371.0352	49792	2.8645825	3	1.1754071
4587592	188	168	54	1272.2743	42096	2.8645825	3	1.1754071
4587593	188	172	54	1196.9681	36160	2.8645825	3	1.1754071
4587594	188	176	55	1185.9927	33648	2.8649576	3	1.1754071
4587595	188	180	55	1153.8644	30928	2.8649576	3	1.1754071
4587596	188	184	55	1145.2603	30000	2.8649576	3	1.1754071
4587597	188	188	55	1160.0459	30864	2.8649576	3	1.1754071
4587598	188	192	55	1197.9172	33520	2.8649576	3	1.1754071
4587599	188	196	55	1258.2047	37968	2.8649576	3	1.1754071
4587600	188	200	56	1362.9216	44752	2.8657079	3	1.1754071
4587601	188	204	57	1478.3302	52960	2.8660834	3	1.1754071
4587602	188	208	65	1731.0155	65248	2.8694658	3	1.1754071
4587603	188	212	327	34478.668	5929904	3.6355784	5	1.3457561
4587604	188	216	265	19649.904	2115584	3.364475	5	1.3457561
4587605	188	220	226	14224.063	1253664	3.2251358	5	1.3457561
4653066	192	-80	68	1814.4807	63184	2.5227745	4	1.238096
4653067	192	-76	73	1898.802	65744	2.5242295	4	1.238096
4653068	192	-72	123	4768.8052	265952	2.7119279	4	1.238096
4653069	192	-68	120	4548.7241	248784	2.7109199	4	1.238096
4653070	192	-64	76	2013.5773	71680	2.3386283	4	1.238096
4653071	192	-60	63	1471.7417	45504	2.3351345	4	1.238096
4653072	192	-56	61	1550.8604	60272	2.7291775	4	1.238096
4653073	192	-52	79	2801.4563	150640	2.7390845	4	1.238096
4653074	192	-48	85	3062.0664	159232	2.7411432	4	1.238096
4653075	192	-44	82	2820.968	137568	2.7401135	4	1.238096
4653076	192	-40	82	2755.751	128096	2.7401135	4	1.238096
4653077	192	-36	81	2684.502	119936	2.7397704	4	1.238096
4653098	192	48	105	4367.3345	240656	2.5166814	3	1.307848
4653099	192	52	102	4164.8379	226096	2.5158136	3	1.307848
4653100	192	56	102	4159.3008	222384	2.5158136	3	1.307848
4653101	192	60	102	4240.7563	227808	2.5169709	3	1.307848
4653120	192	136	59	1518.7745	51248	2.3195405	3	1.450893
4653121	192	140	58	1457.8402	49104	2.3195405	3	1.450893
4653122	192	144	55	1455.8824	54272	2.3185575	3	1.450893
4653123	192	148	56	1777.7788	83504	2.5181296	3	1.450893
4653139	192	212	332	35812.016	6235792	3.6349745	5	1.3457561
4653140	192	216	269	20595.775	2300560	3.3665454	5	1.3457561
4653141	192	220	226	14373.915	1279872	3.0033689	5	1.3457561
4718603	196	-76	69	1881.2098	66736	2.5230653	4	1.238096
4718604	196	-72	124	4610.6177	246528	2.7122641	4	1.238096
4718605	196	-68	116	4054.6038	205456	2.7095773	4	1.238096
4718606	196	-64	99	2887.2068	112512	2.5332885	4	1.238096
4718607	196	-60	77	2075.103	79024	2.5268528	4	1.238096
4718608	196	-56	44	744.40509	15872	2.3306577	4	1.238096
4718609	196	-52	46	818.93005	18400	2.3311543	4	1.238096
4718610	196	-48	58	1544.23	65312	2.7312214	4	1.238096
4718611	196	-44	80	2762.8931	135664	2.7373712	4	1.238096
4718612	196	-40	78	2559.2778	119104	2.7366865	4	1.238096
4718613	196	-36	76	2344.2893	100096	2.7360022	4	1.238096
4718614	196	-32	77	2377.8481	99184	2.7363443	4	1.238096
4718615	196	-28	76	2323.8184	93264	2.7360022	4	1.238096
4718633	196	44	108	4614.896	266944	2.5245206	3	1.307848
4718634	196	48	104	4320.4111	244048	2.516392	3	1.307848
4718635	196	52	103	4251.0942	235728	2.5161028	3	1.307848
4718636	196	56	103	4318.3848	239184	2.5172606	3	1.307848
4718655	196	132	50	1078.4397	30048	2.3170846	3	1.450893
4718656	196	136	52	1170.2915	35664	2.3178208	3	1.450893
4718657	196	140	54	1374.7101	50544	2.3188033	3	1.450893
4718658	196	144	61	2075.5645	109664	2.530359	3	1.450893
4718675	196	212	292	35125.055	6364672	3.4476991	5	1.3457561
4718676	196	216	232	19723.852	2385792	3.2067037	5	1.3457561
4718677	196	220	192	12934.185	1239536	2.8582218	5	1.3457561
4784140	200	-72	120	4466.748	238480	2.7109199	2	1.043339
4784141	200	-68	108	3642.0339	177312	2.7068958	2	1.043339
4784142	200	-64	90	2613.6345	103856	2.5306518	2	1.043339
4784148	200	-40	71	2377.312	112672	2.656616	4	1.238096
4784149	200	-36	72	2250.3782	98864	2.7322445	4	1.238096
4784150	200	-32	72	2129.7468	86992	2.7346346	4	1.238096
4784151	200	-28	73	2155.9033	86704	2.7349763	4	1.238096
4784152	200	-24	72	2077.2288	79408	2.7346346	4	1.238096
4784168	200	40	112	4929.439	299328	2.5286047	3	1.307848
4784169	200	44	106	4494.1992	266288	2.5169709	3	1.307848
4784170	200	48	104	4359.209	252592	2.516392	3	1.307848
4784171	200	52	103	4374.7769	252784	2.5172606	3	1.307848
4784190	200	128	49	1029.4614	28336	2.3168392	3	1.450893
4784191	200	132	51	1103.6886	32592	2.3175752	3	1.450893
4784192	200	136	59	1612.9824	65584	2.5213211	3	1.450893
4784193	200	140	73	2776.5869	159360	2.5338752	3	1.450893
4784211	200	212	300	36893.988	6752144	3.4520502	5	1.3457561
4784212	200	216	240	21672.031	2784288	3.2104673	5	1.3457561
4784213	200	220	187	13069.023	1291072	2.8556108	5	1.3457561
4849675	204	-76	83	3088.3906	164688	2.4849586	2	1.043339
4849676	204	-72	83	2913.2266	158672	2.4846764	2	1.043339
4849677	204	-68	95	2917.8521	121312	2.5318229	2	1.043339
4849686	204	-32	68	1999.5742	82128	2.5318229	4	1.238096
4849687	204	-28	70	1956.74	75488	2.6562934	4	1.238096
4849688	204	-24	69	1856.9895	67552	2.6556487	4	1.238096
4849689	204	-20	70	1917.4629	69408	2.7315624	4	1.238096
4849703	204	36	115	5164.5161	328768	2.5294816	3	1.307848
4849704	204	40	113	4969.1431	309152	2.528897	3	1.307848
4849705	204	44	106	4562.46	278656	2.5169709	3	1.307848
4849706	204	48	105	4505.0757	268048	2.5166814	3	1.307848
4849725	204	124	47	973.8941	27136	2.3163486	3	1.450893
4849726	204	128	55	1288.364	42192	2.5178399	3	1.450893
4849727	204	132	73	2471.7434	125504	2.5338752	3	1.450893
4849728	204	136	80	3159.3972	182640	2.538873	3	1.450893
4849747	204	212	307	38361.063	7046800	3.4558663	5	1.3457561
4849748	204	216	256	25801.76	3844720	3.4314797	5	1.3457561
4849749	204	220	189	13744.942	1406240	2.8563564	5	1.3457561
4915211	208	-76	78	2764.8962	141808	2.4832666	2	1.043339
4915212	208	-72	76	2594.9641	137488	2.4824216	2	1.043339
4915213	208	-68	56	1235.3057	36272	2.3311543	2	1.043339
4915223	208	-28	67	1870.109	71200	2.5315301	4	1.238096
4915224	208	-24	68	1779.2296	62528	2.5318229	4	1.238096
4915225	208	-20	67	1700.4253	57120	2.5335817	4	1.238096
4915226	208	-16	70	1887.9144	67632	2.6562934	4	1.238096
4915238	208	32	119	5512.8784	369536	2.5306518	3	1.307848
4915239	208	36	119	5336.769	346416	2.5306518	3	1.307848
4915240	208	40	112	4919.5938	314032	2.5187092	3	1.307848
4915241	208	44	105	4630.6055	292400	2.5166814	3	1.307848
4915260	208	120	48	1087.4047	34256	2.3168392	3	1.450893
4915261	208	124	73	2291.0552	103488	2.5338752	3	1.450893
4915262	208	128	81	2879.4941	146848	2.5391676	3	1.450893
4915263	208	132	80	2974.6206	159472	2.538873	3	1.450893
4915283	208	212	312	39346.824	7212912	3.4585974	5	1.3457561
4915284	208	216	274	29926.965	4824416	3.4411929	5	1.3457561
4915285	208	220	195	14581.118	1526864	2.8585951	5	1.3457561
4980747	212	-76	76	2563.1941	124512	2.4824216	2	1.043339
4980748	212	-72	73	2476.8611	128512	2.4815769	2	1.043339
4980749	212	-68	41	745.8335	17216	2.0798922	2	1.043339
4980760	212	-24	67	1793.0197	63952	2.5315301	4	1.238096
4980761	212	-20	67	1687.6022	56064	2.5315301	4	1.238096
4980762	212	-16	69	1724.6833	55776	2.5321159	4	1.238096
4980763	212	-12	66	1636.1749	52208	2.5312371	4	1.238096
4980773	212	28	127	5954.5684	417072	2.8638327	3	1.307848
4980774	212	32	124	5639.5825	384448	2.5321159	3	1.307848
4980775	212	36	120	5411.3516	360944	2.5309443	3	1.307848
4980776	212	40	107	4885.5967	327088	2.5172606	3	1.307848
4980795	212	116	81	2667.1804	118112	2.5391676	3	1.450893
4980796	212	120	81	2693.5979	123200	2.5391676	3	1.450893
4980797	212	124	81	2767.0642	131936	2.5391676	3	1.450893
4980798	212	128	79	2788.6775	139168	2.5385785	3	1.450893
4980819	212	212	316	39927.59	7243328	3.4607854	5	1.3457561
4980820	212	216	279	31132.527	5097648	3.4439008	5	1.3457561
4980821	212	220	205	16080.009	1754848	2.8634579	5	1.3457561
5046282	216	-80	74	2465.5815	113248	2.4818585	2	1.043339
5046283	216	-76	73	2355.8042	108624	2.4815769	2	1.043339
5046284	216	-72	69	2274.6982	112960	2.4784851	2	1.043339
5046297	216	-20	81	2695.9482	128832	2.7459588	4	1.238096
5046298	216	-16	79	2383.6345	101680	2.561759	4	1.238096
5046299	216	-12	70	1748.0387	56528	2.532409	4	1.238096
5046300	216	-8	70	1782.6373	59168	2.532409	4	1.238096
5046301	216	-4	66	1746.9032	60832	2.5312371	4	1.238096
5046308	216	24	144	6663.9194	476096	2.8991184	3	1.307848
5046309	216	28	135	6160.7471	437920	2.8668342	3	1.307848
5046310	216	32	125	5721.8115	401952	2.532409	3	1.307848
5046311	216	36	110	5170.873	366320	2.5181296	3	1.307848
5046329	216	108	56	1564.8025	60752	2.1985879	3	1.450893
5046330	216	112	81	2627.0984	112672	2.5391676	3	1.450893
5046331	216	116	81	2647.6187	116160	2.5391676	3	1.450893
5046332	216	120	81	2703.1033	122272	2.5391676	3	1.450893
5046333	216	124	79	2693.6079	125792	2.5385785	3	1.450893
5046355	216	212	317	39758.082	7078400	3.4613328	5	1.3457561
5046356	216	216	288	33218.332	5571408	3.4487858	5	1.3457561
5046357	216	220	210	17052.148	1916768	3.1718431	5	1.3457561
5111818	220	-80	73	2320.2332	100400	2.4815769	2	1.043339
5111819	220	-76	71	2193.626	95312	2.4790468	2	1.043339
5111820	220	-72	67	2093.7085	96352	2.2358787	2	1.043339
5111834	220	-16	90	3020.0798	136432	2.748373	4	1.238096
5111835	220	-12	90	2869.7388	123408	2.7500999	4	1.238096
5111836	220	-8	91	2849.0154	120880	2.7511373	4	1.238096
5111837	220	-4	89	2712.0938	111856	2.7504456	4	1.238096
5111838	220	0	75	2098.6165	78688	2.5394621	4	1.238096
5111842	220	16	91	2462.9011	88096	2.8162866	3	1.307848
5111843	220	20	162	7565.9819	553184	2.907593	3	1.307848
5111844	220	24	158	7098.0518	507856	2.9048913	3	1.307848
5111845	220	28	151	6652.9482	469824	2.8941338	3	1.307848
5111846	220	32	128	5948.8462	428032	2.5332885	3	1.307848
5111863	220	100	56	1424.1689	47616	2.1985879	3	1.450893
5111864	220	104	67	2047.1144	85536	2.5350494	3	1.450893
5111865	220	108	81	2643.4429	113504	2.5391676	3	1.450893
5111866	220	112	81	2650.2498	114368	2.5391676	3	1.450893
5111867	220	116	81	2694.9189	118480	2.5391676	3	1.450893
5111868	220	120	80	2714.9321	121888	2.538873	3	1.450893
5111891	220	212	317	39566.23	6957408	3.4613328	5	1.3457561
5111892	220	216	292	34080.57	5725200	3.4476991	5	1.3457561
5111893	220	220	214	17834.178	2051344	3.1982675	5	1.3457561
5177354	224	-80	71	2165.1492	88560	2.4790468	2	1.043339
5177355	224	-76	69	2051.1575	83904	2.2363358	2	1.043339
5177356	224	-72	61	1828.9191	79856	2.2342808	2	1.043339
5177371	224	-12	89	2830.7554	116112	2.5614591	4	1.238096
5177372	224	-8	91	2765.5544	107872	2.5632594	4	1.238096
5177373	224	-4	96	2923.7898	116464	2.7521753	4	1.238096
5177374	224	0	100	3006.9011	119824	2.7535605	4	1.238096
5177375	224	4	114	3501.9419	141152	2.762599	4	1.238096
5177376	224	8	108	3034.6392	114368	3.1426892	4	1.238096
5177377	224	12	114	3285.792	127136	2.9873784	4	1.238096
5177378	224	16	168	8028.3638	614240	2.9723642	4	1.238096
5177379	224	20	171	7870.6738	582720	2.9735761	4	1.238096
5177380	224	24	166	7382.6353	537280	2.9703469	4	1.238096
5177381	224	28	160	6960.0005	499248	2.7511373	4	1.238096
5177382	224	32	77	1628.2908	43680	2.4160922	4	1.238096
5177383	224	36	69	1544.574	42768	2.4091761	4	1.238096
5177384	224	40	68	1643.4443	49232	2.4089108	4	1.238096
5177396	224	88	54	1300.4899	39648	2.1981463	3	1.450893
5177397	224	92	56	1376.5946	43600	2.1985879	3	1.450893
5177398	224	96	59	1558.771	56192	2.532409	3	1.450893
5177399	224	100	71	2249.7151	97376	2.5362246	3	1.450893
5177400	224	104	82	2759.4795	122032	2.5394621	3	1.450893
5177401	224	108	82	2757.0132	120672	2.5394621	3	1.450893
5177402	224	112	81	2721.6526	118064	2.5391676	3	1.450893
5177427	224	212	319	39689.121	6888928	3.4624281	5	1.3457561
5177428	224	216	301	36058.145	6144592	3.4525948	5	1.3457561
5177429	224	220	220	18910.289	2236992	3.2010746	5	1.3457561
5242890	228	-80	70	2074.6563	80768	2.478766	2	1.043339
5242891	228	-76	70	2074.4641	82832	2.2365644	2	1.043339
5242909	228	-4	95	2904.3401	112432	2.5647616	4	1.238096
5242910	228	0	105	3239.6794	128496	2.5677712	4	1.238096
5242911	228	4	113	3445.7104	138352	2.5716941	4	1.238096
5242912	228	8	135	4383.3096	190880	2.5817068	4	1.238096
5242913	228	12	204	10272.552	786160	3.1658776	4	1.238096
5242914	228	16	179	8598.5557	664944	3.0604959	4	1.238096
5242915	228	20	170	7927.2368	606528	2.9731719	4	1.238096
5242916	228	24	165	7489.3203	564160	2.9699438	4	1.238096
5242917	228	28	97	2071.1719	56960	2.6212921	4	1.238096
5242918	228	32	78	1626.8351	44528	2.6097252	4	1.238096
5242919	228	36	77	1690.7604	47808	2.6072376	4	1.238096
5242920	228	40	71	1660.791	50608	2.409972	4	1.238096
5242921	228	44	72	1821.4978	59984	2.4102376	4	1.238096
5242922	228	48	73	2007.4972	71680	2.4112997	4	1.238096
5242930	228	80	55	1390.304	46304	2.1983671	3	1.450893
5242931	228	84	57	1461.8519	49888	2.1988089	3	1.450893
5242932	228	88	58	1482.2609	50512	2.1990299	3	1.450893
5242933	228	92	65	1924.8782	80336	2.5344622	3	1.450893
5242934	228	96	74	2492.5256	116240	2.5371068	3	1.450893
5242935	228	100	82	2868.8076	132912	2.5394621	3	1.450893
5242963	228	212	319	39538.465	6786048	3.4624281	5	1.3457561
5242964	228	216	310	37896.969	6502528	3.4575045	5	1.3457561
5242965	228	220	230	20672.398	2551904	3.2057641	5	1.3457561
5308426	232	-80	69	1988.8942	73920	2.2363358	2	1.043339
5308427	232	-76	69	1993.7136	75712	2.2361073	2	1.043339
5308446	232	0	103	3446.4512	144848	2.5471478	4	1.238096
5308447	232	4	123	4694.7622	243088	2.5620589	4	1.238096
5308448	232	8	182	9488.4199	767120	2.609103	4	1.238096
5308449	232	12	201	10363.706	817552	3.1359339	4	1.238096
5308450	232	16	199	10003.956	777120	3.1336884	4	1.238096
5308451	232	20	185	9110.8965	709360	2.9711535	4	1.238096
5308452	232	24	118	3286.8413	132528	2.8983505	4	1.238096
5308453	232	28	80	1674.4164	48576	2.4155586	4	1.238096
5308454	232	32	71	1527.7932	45216	2.4078505	4	1.238096
5308455	232	36	75	1712.3713	51760	2.6063061	4	1.238096
5308456	232	40	72	1766.4886	58352	2.6053751	4	1.238096
5308457	232	44	71	1836.4785	64144	2.6056855	4	1.238096
5308458	232	48	72	1975.0957	74432	2.6072376	4	1.238096
5308459	232	52	72	2073.5735	81344	2.4115655	4	1.238096
5308463	232	68	62	1870.5863	76704	2.2092423	3	1.450893
5308464	232	72	58	1636.204	64240	2.2083507	3	1.450893
5308465	232	76	59	1653.1233	64976	2.1992509	3	1.450893
5308466	232	80	57	1522.4176	56432	2.1988089	3	1.450893
5308467	232	84	62	1867.9902	83536	2.5332885	3	1.450893
5308468	232	88	70	2343.0327	113344	2.5359306	3	1.450893
5308469	232	92	78	2835.1494	143184	2.5382838	3	1.450893
5308499	232	212	319	39412.445	6693408	3.4624281	5	1.3457561
5308500	232	216	316	38966.445	6654752	3.4607854	5	1.3457561
5308501	232	220	251	24752.73	3396624	3.4287913	5	1.3457561
5373962	236	-80	69	1968.7507	71488	2.2363358	2	1.043339
5373963	236	-76	68	1971.7371	74464	2.2358787	2	1.043339
5373985	236	12	188	10271.904	844960	3.1296546	3	1.238096
5373986	236	16	196	10270.665	822480	3.1318944	3	1.238096
5373987	236	20	162	6848.5098	447328	2.961503	3	1.238096
5373988	236	24	114	3597.384	172256	2.8979666	3	1.238096
5373989	236	28	87	2617.6606	125248	2.541822	3	1.238096
5373993	236	44	38	663.51715	14480	2.4249275	4	1.238096
5373994	236	48	51	1076.7053	33392	2.5998034	4	1.238096
5373995	236	52	67	1724.3645	66000	2.6103477	4	1.450893
5373996	236	56	86	2617.4539	113328	2.6181557	4	1.450893
5373997	236	60	111	3972.759	193248	2.626641	3	1.450893
5373998	236	64	79	2590.9165	119008	2.6153395	3	1.450893
5373999	236	68	65	2041.7736	92592	2.2099118	3	1.450893
5374000	236	72	61	1813.4249	77952	2.199693	3	1.450893
5374001	236	76	62	1869.3685	80528	2.1999142	3	1.450893
5374002	236	80	68	2307.4106	115216	2.5353429	3	1.450893
5374035	236	212	319	39311.18	6611008	3.4624281	5	1.3457561
5374036	236	216	318	39186.813	6624080	3.4618804	5	1.3457561
5374037	236	220	278	30610.195	4722928	3.4433589	5	1.3457561
5439497	240	-84	66	1885.8062	66944	2.2356503	2	1.043339
5439498	240	-80	68	1916.1541	68592	2.2358787	2	1.043339
5439499	240	-76	68	1966.5565	73488	2.2358787	2	1.043339
5439521	240	12	134	7997.1948	747504	2.532409	3	1.238096
5439522	240	16	147	6910.8276	530400	3.1065512	3	1.238096
5439523	240	20	127	4401.0454	217696	2.9033496	3	1.238096
5439524	240	24	101	3726.261	201568	2.5513053	3	1.238096
5439531	240	52	89	2969.9875	147008	2.4463439	3	1.450893
5439532	240	56	92	2936.6675	136752	2.4477119	3	1.450893
5439533	240	60	99	3310.3645	158208	2.6212921	3	1.450893
5439534	240	64	99	3572.498	176592	2.6225486	3	1.450893
5439535	240	68	94	3755.3616	202896	2.6178424	3	1.450893
5439536	240	72	91	3866.8154	226752	2.8922212	3	1.450893
5439571	240	212	318	38950.738	6458144	3.4618804	5	1.3457561
5439572	240	216	317	38822.012	6469088	3.4613328	5	1.3457561
5439573	240	220	286	32453.623	5125872	3.4476991	5	1.3457561
5505033	244	-84	66	1917.6276	70192	2.2356503	2	1.043339
5505034	244	-80	68	1933.8439	70240	2.2358787	2	1.043339
5505035	244	-76	66	1871.9302	68592	2.234509	2	1.043339
5505058	244	16	93	2594.5044	100192	2.8463249	3	1.238096
5505059	244	20	89	2329.5198	83856	2.8826962	3	1.238096
5505067	244	52	73	2803.2905	163056	2.2139363	3	1.450893
5505068	244	56	87	3009.6326	156912	2.4441578	3	1.450893
5505069	244	60	98	3359.4551	166528	2.4493558	3	1.450893
5505108	244	216	319	39020.402	6440480	3.4624281	5	1.3457561
5505109	244	220	296	34561.086	5583216	3.4531395	5	1.3457561
5570570	248	-80	66	1884.7623	70096	2.2354219	2	1.043339
5570571	248	-76	67	1944.3701	73616	2.2347372	2	1.043339
5570594	248	16	87	2308.8762	79856	2.844475	3	1.820729
5570595	248	20	67	1507.8547	41904	2.6905873	3	1.450893
5570603	248	52	75	3021.1711	183712	2.215281	3	1.450893
5570604	248	56	41	640.2558	13120	2.0395699	3	1.450893
5570605	248	60	39	717.82959	17920	2.247591	3	1.450893
5570644	248	216	319	38980.781	6388800	3.4624281	5	1.3457561
