Ref	x	y	Connectivity	Point First Moment	Point Second Moment	Visual Integration [HH]	conn	integ
1179719	-20	164	133	6802.9316	476096	2.6972201	2	0.85978901
1179720	-20	168	137	7234.8198	519360	2.6985505	2	0.85978901
1245218	-16	16	236	21804.422	2905920	2.2538414	3	0.928572
1245219	-16	20	235	21737.498	2924096	2.2536092	3	0.928572
1245220	-16	24	235	21954.389	2997600	2.2536092	3	0.928572
1245221	-16	28	234	22188.043	3076272	2.2533772	3	0.928572
1245254	-16	160	117	5848.6021	411664	2.3197865	2	0.85978901
1245255	-16	164	121	6215.1411	450480	2.6932364	2	0.85978901
1245256	-16	168	134	7079.1533	518816	2.6975524	2	0.85978901
1245257	-16	172	137	7447.5674	560256	2.6985505	2	0.85978901
1245258	-16	176	143	8086.2471	623856	2.700882	2	0.85978901
1310754	-12	16	236	21462.842	2810320	2.2538414	3	0.928572
1310755	-12	20	235	21429.721	2829920	2.2536092	3	0.928572
1310756	-12	24	234	21635.971	2901552	2.2533772	3	0.928572
1310791	-12	164	116	6130.5874	459696	2.3195405	2	0.85978901
1310792	-12	168	121	6532.96	501456	2.6932364	2	0.85978901
1310793	-12	172	134	7339.3018	566272	2.6975524	2	0.85978901
1310794	-12	176	139	7836.7666	618512	2.6992161	2	0.85978901
1310795	-12	180	147	8621.5098	694896	2.7022161	2	0.85978901
1376289	-8	12	236	21017.365	2662928	2.2538414	3	0.928572
1376290	-8	16	235	20956.406	2677344	2.2536092	3	0.928572
1376291	-8	20	235	21171.301	2743296	2.2536092	3	0.928572
1376292	-8	24	224	19937.715	2573936	2.2510591	3	0.928572
1376329	-8	172	121	6896.3013	560240	2.6932364	2	0.85978901
1376330	-8	176	135	7711.0234	626672	2.697885	2	0.85978901
1376331	-8	180	142	8310.501	686496	2.7005486	2	0.85978901
1376332	-8	184	148	8977.1201	757808	2.7025497	2	0.85978901
1441824	-4	8	236	20619.125	2530704	2.2538414	3	0.928572
1441825	-4	12	235	20532.254	2539872	2.2536092	3	0.928572
1441826	-4	16	235	20714.688	2598272	2.2536092	3	0.928572
1441827	-4	20	234	20927.76	2663040	2.2533772	3	0.928572
1441866	-4	176	121	7303.1533	626832	2.6932364	2	0.85978901
1441867	-4	180	137	8145.6543	694848	2.6985505	2	0.85978901
1441868	-4	184	147	8962.6084	772720	2.7022161	2	0.85978901
1441869	-4	188	150	9419.1924	830848	2.7032175	2	0.85978901
1507359	0	4	239	20341.506	2415408	2.2545381	3	0.928572
1507360	0	8	235	20156.115	2417504	2.2536092	3	0.928572
1507361	0	12	235	20306.783	2468352	2.2536092	3	0.928572
1507362	0	16	234	20494.039	2525920	2.2533772	3	0.928572
1507404	0	184	139	8622.0234	771856	2.6992161	2	0.85978901
1507405	0	188	149	9443.6426	852800	2.7028837	2	0.85978901
1507406	0	192	153	9991.3408	920720	2.7042196	2	0.85978901
1572895	4	4	239	20084.08	2349616	2.2545381	3	0.928572
1572896	4	8	235	19946.293	2353536	2.2536092	3	0.928572
1572897	4	12	235	20131.043	2404384	2.2536092	3	0.928572
1572940	4	184	50	1196.8065	38544	2.4600952	2	0.85978901
1572941	4	188	147	9444.3789	874224	2.7022161	2	0.85978901
1572942	4	192	151	9942.876	938992	2.7035515	2	0.85978901
1572943	4	196	158	10694.555	1023344	2.7058916	2	0.85978901
1638430	8	0	244	19910.094	2258000	2.2557001	3	0.928572
1638431	8	4	238	19680.91	2254624	2.2543058	3	0.928572
1638432	8	8	235	19784.658	2297120	2.2536092	3	0.928572
1638477	8	188	52	1261.7946	42304	2.4606483	2	0.99846399
1638478	8	192	149	9974.623	966144	2.7028837	2	0.99846399
1638479	8	196	157	10712.156	1047920	2.7055571	2	0.99846399
1638480	8	200	169	11944.169	1177904	2.7105842	2	0.99846399
1703965	12	-4	328	26915.033	2922816	2.42681	3	0.928572
1703966	12	0	256	20040.736	2195872	2.2584937	3	0.928572
1703967	12	4	238	19521.211	2205424	2.2543058	3	0.928572
1703968	12	8	234	19655.188	2248048	2.2533772	3	0.928572
1704014	12	192	60	1572.7864	57184	2.4631412	2	0.99846399
1704015	12	196	132	8280.9697	783472	2.6972201	2	0.99846399
1704016	12	200	164	11639.8	1177296	2.7085712	2	0.99846399
1704017	12	204	180	13375.018	1367136	2.7142825	2	0.99846399
1769500	16	-8	328	26781.041	2868192	2.42681	3	0.928572
1769501	16	-4	328	26509.293	2843216	2.42681	3	0.928572
1769502	16	0	327	26133.137	2795200	2.4265409	3	0.928572
1769503	16	4	243	19488.338	2165168	2.2554674	3	0.928572
1769551	16	196	67	1905.3391	75296	2.4650834	2	0.99846399
1769552	16	200	122	6943.5044	608352	2.6938996	2	0.99846399
1769553	16	204	178	13232.472	1374160	2.7136095	2	0.99846399
1835035	20	-12	263	20254.916	2114720	2.261528	3	0.928572
1835036	20	-8	327	26288.422	2780400	2.4265409	3	0.928572
1835037	20	-4	327	25994.945	2742592	2.4265409	3	0.928572
1835038	20	0	327	25817.58	2727296	2.4265409	2	0.928572
1835039	20	4	133	7510.7964	639040	2.0980389	2	0.94752198
1835040	20	8	109	6457.354	561872	2.0932224	2	0.94752198
1835088	20	200	74	2277.2795	97696	2.4670289	2	0.99846399
1835089	20	204	127	6968.7393	560384	2.6965551	2	0.99846399
1835090	20	208	201	16267.233	1787008	2.7929223	2	0.99846399
1900571	24	-12	243	19192.961	2038144	2.2554674	3	0.928572
1900572	24	-8	244	19055.609	2022464	2.2557001	3	0.928572
1900573	24	-4	326	25605.113	2667968	2.4262719	3	0.928572
1900574	24	0	161	9063.2998	752432	2.105103	2	0.928572
1900575	24	4	112	6440.0894	565616	2.0938232	2	0.94752198
1900576	24	8	107	6135.7959	527744	2.0928218	2	0.94752198
1900577	24	12	103	5884.3589	493360	2.0920215	2	0.94752198
1900624	24	200	55	1312.3638	41616	2.4617555	2	0.99846399
1900625	24	204	91	3405.0334	176624	2.472604	2	0.99846399
1900626	24	208	142	8643.0957	748320	2.491466	2	0.99846399
1966106	28	-16	240	19070.008	2010896	2.2547703	3	0.928572
1966107	28	-12	239	19017.73	2016128	2.2545381	3	0.928572
1966108	28	-8	237	18875.484	2000976	2.2540736	3	0.928572
1966109	28	-4	224	17962.766	1914960	2.2510591	3	0.928572
1966111	28	4	108	6240.1973	537824	2.0930221	2	0.94752198
1966112	28	8	105	5920.5186	499424	2.0924218	2	0.94752198
1966113	28	12	104	5703.0547	466112	2.0922215	2	0.94752198
1966114	28	16	103	5516.2754	435856	2.0920215	2	0.94752198
1966161	28	204	77	2422.6028	103424	2.4686987	2	0.99846399
1966162	28	208	112	5491.8325	393248	2.4790468	2	0.99846399
1966163	28	212	257	29085.043	4767552	3.1021471	2	0.99846399
2031641	32	-20	238	19018.33	1999552	2.2543058	3	0.928572
2031642	32	-16	238	18963.322	1997872	2.2543058	3	0.928572
2031643	32	-12	236	18787.725	1976656	2.2538414	3	0.928572
2031644	32	-8	234	18837.719	1989216	2.2533772	3	0.928572
2031648	32	8	103	5757.6929	474624	2.0920215	2	0.94752198
2031649	32	12	104	5551.9248	441872	2.0922215	2	0.94752198
2031650	32	16	102	5313.7217	410704	2.0918217	2	0.94752198
2031651	32	20	102	5159.6045	383920	2.0918217	2	0.94752198
2031697	32	204	56	1336.6746	42256	2.4620326	2	0.99846399
2031698	32	208	104	4568.2031	287216	2.4765217	2	0.99846399
2031699	32	212	235	26366.268	4362720	3.0916283	2	0.99846399
2097176	36	-24	238	19060.236	2004512	2.2543058	3	0.928572
2097177	36	-20	237	18941.479	1994144	2.2540736	3	0.928572
2097178	36	-16	236	18766.738	1967824	2.2538414	3	0.928572
2097179	36	-12	234	18773.918	1972416	2.2533772	3	0.928572
2097185	36	12	102	5316.855	408048	2.0918217	2	0.94752198
2097186	36	16	102	5190.854	389728	2.0918217	2	0.94752198
2097187	36	20	102	5012.7876	362896	2.0918217	2	0.94752198
2097188	36	24	101	4837.957	338208	2.0916216	2	0.94752198
2097189	36	28	102	4835.6514	328720	2.0918217	2	0.94752198
2097234	36	208	88	3389.8113	190160	2.4720454	2	0.99846399
2097235	36	212	233	25596.768	4164800	3.090755	2	0.99846399
2097236	36	216	228	24118.033	3732320	3.0885739	2	0.99846399
2162712	40	-24	237	18995.172	2006368	2.2540736	3	0.928572
2162713	40	-20	236	18793.186	1974160	2.2538414	3	0.928572
2162714	40	-16	234	18757.672	1970656	2.2533772	3	0.928572
2162723	40	20	101	4879.7207	343792	2.0916216	2	0.94752198
2162724	40	24	102	4753.1201	321680	2.0918217	2	0.94752198
2162725	40	28	101	4587.7393	299872	2.0916216	2	0.94752198
2162726	40	32	102	4597.4473	292496	2.0918217	2	0.94752198
2162770	40	208	77	2606.7673	125456	2.4686987	2	0.99846399
2162771	40	212	222	24259.807	3933264	3.0859604	2	0.99846399
2162772	40	216	226	23382.631	3553872	3.0877023	2	0.99846399
2228247	44	-28	237	19095.834	2033824	2.2540736	3	0.928572
2228248	44	-24	236	18981.836	2016144	2.2538414	3	0.928572
2228249	44	-20	234	18786.928	1983936	2.2533772	3	0.928572
2228260	44	24	101	4642.1919	305424	2.0916216	2	0.94752198
2228261	44	28	101	4490.5947	284880	2.0916216	2	0.94752198
2228262	44	32	101	4382.9214	268064	2.0916216	2	0.94752198
2228263	44	36	102	4403.2983	262864	2.0918217	2	0.94752198
2228306	44	208	61	1737.5565	69776	2.4642506	2	0.99846399
2228307	44	212	218	23611.1	3795968	3.0842206	2	0.99846399
2228308	44	216	219	22316.498	3356640	3.0846555	2	0.99846399
2293782	48	-32	237	19242.125	2076512	2.2540736	3	0.928572
2293783	48	-28	236	19091.018	2050832	2.2538414	3	0.928572
2293784	48	-24	234	18863.037	2012256	2.2533772	3	0.928572
2293785	48	-20	231	18516.658	1956576	2.2526813	3	0.928572
2293797	48	28	100	4357.9639	265264	2.0914218	2	0.94752198
2293798	48	32	101	4314.8135	256304	2.0916216	2	0.94752198
2293799	48	36	100	4166.2329	239696	2.0914218	2	0.94752198
2293800	48	40	102	4250.1353	239824	2.0918217	2	0.94752198
2293801	48	44	104	4411.6455	249376	2.0930221	2	0.94752198
2293843	48	212	215	22881.027	3618208	3.0829172	5	0.99846399
2293844	48	216	213	21548.027	3234608	3.0820487	5	0.99846399
2359317	52	-36	237	19436.148	2134432	2.2540736	3	0.928572
2359318	52	-32	236	19247.656	2100688	2.2538414	3	0.928572
2359319	52	-28	234	18987.721	2055616	2.2533772	3	0.928572
2359320	52	-24	234	18976.793	2038704	2.2533772	3	0.928572
2359335	52	36	101	4181.6528	234256	2.0916216	2	0.94752198
2359336	52	40	100	4040.9019	220304	2.0914218	2	0.94752198
2359337	52	44	102	4139.4883	223376	2.0918217	2	0.94752198
2359338	52	48	104	4307.1128	234176	2.0930221	2	0.94752198
2359379	52	212	209	21980.674	3435488	3.0803132	5	0.99846399
2359380	52	216	211	20907.158	3079904	3.0811808	5	0.99846399
2424852	56	-40	237	19680.676	2207584	2.2540736	3	0.928572
2424853	56	-36	236	19453.186	2165712	2.2538414	3	0.928572
2424854	56	-32	235	19292.418	2131456	2.2536092	3	0.928572
2424855	56	-28	234	19117.916	2089584	2.2533772	3	0.928572
2424872	56	40	101	4089.6382	218736	2.0916216	2	0.94752198
2424873	56	44	100	3959.2849	207376	2.0914218	2	0.94752198
2424874	56	48	100	3927.9595	202784	2.0914218	2	0.94752198
2424875	56	52	104	4246.9058	225696	2.0930221	2	0.94752198
2424915	56	212	203	21133.67	3262880	3.077714	5	1.3457561
2424916	56	216	208	20210.264	2925824	3.0798798	5	1.3457561
2490388	60	-40	236	19710.395	2245904	2.2538414	3	0.928572
2490389	60	-36	235	19508.719	2203456	2.2536092	3	0.928572
2490390	60	-32	234	19306.105	2155504	2.2533772	3	0.928572
2490409	60	44	101	4041.9026	209744	2.0916216	2	0.94752198
2490410	60	48	100	3923.1311	200912	2.0914218	2	0.94752198
2490411	60	52	100	3906.7	199552	2.0914218	2	0.94752198
2490412	60	56	103	4149.0088	217712	2.0928218	2	0.94752198
2490413	60	60	104	4282.2871	228400	2.0930221	2	0.94752198
2490451	60	212	200	20855.521	3225632	3.0764158	5	1.3457561
2490452	60	216	205	19679.613	2828224	3.0785799	5	1.3457561
2490453	60	220	205	18703.951	2491984	3.0785799	5	1.3457561
2555923	64	-44	236	20017.953	2341264	2.2538414	3	0.928572
2555924	64	-40	235	19776.625	2290560	2.2536092	3	0.928572
2555925	64	-36	234	19544.275	2236464	2.2533772	3	0.928572
2555926	64	-32	227	18499.025	2055632	2.251754	3	0.928572
2555947	64	52	100	3929.3938	200912	2.0914218	2	0.94752198
2555948	64	56	100	3926.6309	202784	2.0914218	2	0.94752198
2555949	64	60	103	4167.2568	221776	2.0928218	2	0.94752198
2555950	64	64	103	4236.3862	229008	2.0928218	2	0.94752198
2555987	64	212	200	20526.855	3147744	3.0764158	5	1.3457561
2555988	64	216	199	18839.303	2674032	3.0759833	5	1.3457561
2555989	64	220	203	18118.098	2363776	3.077714	5	1.3457561
2621458	68	-48	236	20373.514	2451792	2.2538414	3	0.928572
2621459	68	-44	235	20094.191	2392768	2.2536092	3	0.928572
2621460	68	-40	234	19834.096	2332464	2.2533772	3	0.928572
2621461	68	-36	232	19433.785	2240912	2.2529132	3	0.928572
2621484	68	56	100	3976.438	207376	2.0914218	2	0.94752198
2621485	68	60	100	3990.1199	212480	2.0914218	2	0.94752198
2621486	68	64	103	4231.4497	232496	2.0928218	2	0.94752198
2621487	68	68	103	4318.6362	243056	2.0928218	2	0.94752198
2621523	68	212	198	19887.723	2994672	3.075551	5	1.3457561
2621524	68	216	198	18461.537	2589696	3.075551	5	1.3457561
2621525	68	220	200	17459.684	2233296	3.0764158	5	1.3457561
2686993	72	-52	236	20779.309	2577488	2.2538414	3	0.928572
2686994	72	-48	235	20461.063	2510080	2.2536092	3	0.928572
2686995	72	-44	235	20285.346	2456064	2.2536092	3	0.928572
2686996	72	-40	234	20062.189	2396512	2.2533772	3	0.928572
2687021	72	60	100	4067.1011	220304	2.0914218	2	0.94752198
2687022	72	64	100	4098.9834	228640	2.0914218	2	0.94752198
2687023	72	68	103	4341.0786	249872	2.0928218	2	0.94752198
2687024	72	72	103	4444.6909	263760	2.0928218	2	0.94752198
2687059	72	212	193	19351.482	2908720	3.0716655	5	1.3457561
2687060	72	216	194	17765.764	2451392	3.073823	5	1.3457561
2687061	72	220	195	16677.414	2097872	3.0742548	5	1.3457561
2752529	76	-52	235	20879.494	2642496	2.2536092	3	0.928572
2752530	76	-48	235	20668.643	2580928	2.2536092	3	0.928572
2752531	76	-44	234	20417.021	2515072	2.2533772	3	0.928572
2752558	76	64	99	4157.6719	237616	2.0912218	2	0.94752198
2752559	76	68	100	4253.6436	251264	2.0914218	2	0.94752198
2752560	76	72	103	4494.2446	273904	2.0928218	2	0.94752198
2752561	76	76	103	4611.6387	291120	2.0928218	2	0.94752198
2752562	76	80	104	4820.5151	314624	2.0970335	2	0.94752198
2752595	76	212	189	18640.703	2760016	3.069942	5	1.3457561
2752596	76	216	193	17250.83	2327968	3.0733912	5	1.3457561
2752597	76	220	192	16080.031	1981568	3.0729597	5	1.3457561
2818064	80	-56	235	21347.785	2790016	2.2536092	3	0.928572
2818065	80	-52	235	21103.553	2720896	2.2536092	3	0.928572
2818066	80	-48	234	20822.34	2648672	2.2533772	3	0.928572
2818067	80	-44	224	19062.836	2315264	2.2510591	3	0.928572
2818096	80	72	100	4450.772	280352	2.0914218	2	0.94752198
2818097	80	76	103	4688.4897	304592	2.0928218	2	0.94752198
2818098	80	80	103	4821.04	325136	2.0928218	2	0.94752198
2818099	80	84	104	5041.7949	351392	2.0970335	2	0.94752198
2818131	80	212	190	18503.086	2720224	2.8567293	5	1.3457561
2818132	80	216	193	16960.512	2254272	3.0733912	5	1.3457561
2818133	80	220	191	15612.496	1876544	3.0725281	5	1.3457561
2883599	84	-60	235	21862.979	2952640	2.2536092	3	0.928572
2883600	84	-56	235	21587.691	2875968	2.2536092	3	0.928572
2883601	84	-52	235	21377.131	2806848	2.2536092	3	0.928572
2883602	84	-48	230	20439.395	2613888	2.2524493	3	0.928572
2883633	84	76	100	4688.6948	315904	2.0914218	2	0.94752198
2883634	84	80	103	4926.209	341936	2.0928218	2	0.94752198
2883635	84	84	103	5075.8579	365808	2.0928218	2	0.94752198
2883636	84	88	105	5345.2803	396304	2.0972345	2	0.94752198
2883667	84	212	191	18241.004	2646688	2.8571022	5	1.3457561
2883668	84	216	192	16486.803	2141136	3.0729597	5	1.3457561
2883669	84	220	188	15049.129	1770416	3.0712345	5	1.3457561
2949134	88	-64	235	22426.287	3130368	2.2536092	3	0.928572
2949135	88	-60	235	22119.807	3046144	2.2536092	3	0.928572
2949136	88	-56	235	21877.811	2969472	2.2536092	3	0.928572
2949137	88	-52	234	21606.166	2891440	2.2533772	3	0.928572
2949170	88	80	100	4970.3481	357920	2.0914218	2	0.94752198
2949171	88	84	103	5209.022	385936	2.0928218	2	0.94752198
2949172	88	88	103	5374.2339	413136	2.0928218	2	0.94752198
2949173	88	92	106	5688.0591	447824	2.3448935	2	0.94752198
2949174	88	96	111	6108.6323	488576	2.3461504	2	0.94752198
2949203	88	212	191	17754.217	2517536	2.8571022	5	1.3457561
2949204	88	216	191	16008.916	2030368	3.0725281	5	1.3457561
2949205	88	220	187	14612.341	1675024	3.0708034	5	1.3457561
3014669	92	-68	235	23040.158	3323200	2.2536092	3	0.928572
3014670	92	-64	235	22700.922	3231424	2.2536092	3	0.928572
3014671	92	-60	235	22426.537	3147200	2.2536092	3	0.928572
3014672	92	-56	234	22129.115	3062640	2.2533772	3	0.928572
3014708	92	88	103	5533.6812	436592	2.0928218	2	0.94752198
3014709	92	92	104	5747.9375	468304	2.0970335	2	0.94752198
3014710	92	96	110	6161.6689	508816	2.3458991	2	0.94752198
3014711	92	100	112	6479.0078	547792	2.3464022	2	0.94752198
3014739	92	212	192	17523.836	2448608	2.8574753	5	1.3457561
3014740	92	216	192	15828.885	1970256	3.0729597	5	1.3457561
3014741	92	220	186	14204.636	1586448	3.0703726	5	1.3457561
3080205	96	-68	235	23333.695	3431808	2.2536092	3	0.928572
3080206	96	-64	235	23024.508	3340032	2.2536092	3	0.928572
3080207	96	-60	235	22782.393	3255808	2.2536092	3	0.928572
3080245	96	92	103	5898.2217	493904	2.0928218	2	0.94752198
3080246	96	96	106	6180.3047	530176	2.3448935	2	0.94752198
3080247	96	100	111	6555.7007	571424	2.3461504	2	0.94752198
3080248	96	104	115	6977.1484	617376	2.347157	2	0.94752198
3080275	96	212	194	17473.797	2408704	2.8582218	5	1.3457561
3080276	96	216	190	15322.781	1865008	3.0720968	5	1.3457561
3080277	96	220	186	13895.764	1509440	3.0703726	5	1.3457561
3145740	100	-72	235	24016.742	3647296	2.2536092	3	0.928572
3145741	100	-68	235	23674.055	3547968	2.2536092	3	0.928572
3145742	100	-64	235	23396.861	3456192	2.2536092	3	0.928572
3145743	100	-60	227	21785.418	3110896	2.251754	3	0.928572
3145782	100	96	103	6304.8857	557872	2.0928218	2	0.94752198
3145783	100	100	111	6714.8887	600000	2.3461504	2	0.94752198
3145784	100	104	115	7100.1982	644800	2.347157	2	0.94752198
3145785	100	108	119	7544.6138	694272	2.3481646	2	0.94752198
3145811	100	212	195	17319.424	2367456	2.8597159	5	1.3457561
3145812	100	216	189	15025.481	1799488	3.0716655	5	1.3457561
3145813	100	220	185	13520.735	1430272	3.069942	5	1.3457561
3211275	104	-76	235	24747.693	3877888	2.2536092	3	0.928572
3211276	104	-72	235	24373.217	3771008	2.2536092	3	0.928572
3211277	104	-68	235	24062.994	3671680	2.2536092	3	0.928572
3211278	104	-64	231	23162.086	3460544	2.2526813	3	0.928572
3211319	104	100	98	6238.29	569792	2.0918217	2	0.94752198
3211320	104	104	114	7229.9575	674624	2.3469055	2	0.94752198
3211321	104	108	120	7700.9268	724848	2.3484166	2	0.94752198
3211347	104	212	197	17389.609	2371200	2.8604634	5	1.3457561
3211348	104	216	187	14540.238	1701184	3.0690808	5	1.3457561
3211349	104	220	184	13178.45	1358480	3.0695112	5	1.3457561
3276810	108	-80	235	25528.799	4123584	2.2536092	3	0.928572
3276811	108	-76	235	25121.645	4009152	2.2536092	3	0.928572
3276812	108	-72	235	24778.494	3902272	2.2536092	3	0.928572
3276813	108	-68	234	24431.719	3798208	2.2533772	3	0.928572
3276856	108	104	58	1965.2037	110688	2.1544299	2	0.94752198
3276857	108	108	122	7945.1641	761520	2.3489208	2	0.94752198
3276858	108	112	124	8335.5918	812544	2.3494251	2	0.94752198
3276883	108	212	198	17255.178	2328080	2.8608375	5	1.3457561
3276884	108	216	187	14228.331	1620448	3.0690808	5	1.3457561
3276885	108	220	183	12831.982	1287648	3.0690808	5	1.3457561
3342346	112	-80	235	25921.648	4262400	2.2536092	3	0.928572
3342347	112	-76	235	25543.707	4147968	2.2536092	3	0.928572
3342348	112	-72	235	25231.814	4041088	2.2536092	3	0.928572
3342392	112	104	23	285.93063	4336	2.146821	2	0.94752198
3342393	112	108	63	1919.2781	88592	2.1554911	2	0.94752198
3342394	112	112	126	8596.7236	852800	2.3499298	2	0.94752198
3342419	112	212	200	17333.369	2325488	2.8615856	5	1.3457561
3342420	112	216	187	14032.186	1568176	3.0690808	5	1.3457561
3342421	112	220	183	12607.603	1232320	3.0690808	5	1.3457561
3407881	116	-84	235	26771.689	4530752	2.2536092	3	0.928572
3407882	116	-80	235	26360.623	4408768	2.2536092	3	0.928572
3407883	116	-76	235	26013.645	4294336	2.2536092	3	0.928572
3407884	116	-72	226	23988.838	3824144	2.2515223	3	0.928572
3407929	116	108	39	693.31836	15904	2.1501961	2	0.94752198
3407930	116	112	70	2366.5283	115872	2.157191	2	0.94752198
3407955	116	212	203	17556.098	2339552	2.8627088	5	1.3457561
3407956	116	216	186	13675.906	1490400	3.0686505	5	1.3457561
3407957	116	220	182	12313.861	1174160	3.0686505	5	1.3457561
3473416	120	-88	235	27669.252	4814208	2.2536092	3	0.928572
3473417	120	-84	235	27227.117	4684672	2.2536092	3	0.928572
3473418	120	-80	235	26847.443	4562688	2.2536092	3	0.928572
3473419	120	-76	229	25439.451	4226064	2.2522175	3	0.928572
3473465	120	108	37	625.32318	13456	2.1497736	3	1.307848
3473466	120	112	63	2040.8314	99232	2.1563408	3	1.307848
3473491	120	212	204	17445.697	2293712	2.8630834	5	1.3457561
3473492	120	216	187	13580.222	1449472	3.0690808	5	1.3457561
3473493	120	220	182	12133.574	1129856	3.0686505	5	1.3457561
3538951	124	-92	236	28654.334	5114208	2.2538414	3	0.928572
3538952	124	-88	235	28142.742	4975680	2.2536092	3	0.928572
3538953	124	-84	235	27730.854	4846144	2.2536092	3	0.928572
3538954	124	-80	232	26724.287	4578608	2.2529132	3	0.928572
3539001	124	108	43	869.07922	23776	2.151253	3	1.307848
3539002	124	112	123	8583.5664	871488	2.6562934	3	1.307848
3539027	124	212	206	17528.023	2281568	2.8638327	5	1.3457561
3539028	124	216	186	13251.994	1379616	3.0686505	5	1.3457561
3539029	124	220	180	11791.174	1073792	3.06779	5	1.3457561
3604486	128	-96	236	29648.99	5427520	2.2538414	3	0.928572
3604487	128	-92	235	29110.039	5281792	2.2536092	3	0.928572
3604488	128	-88	235	28664.465	5144704	2.2536092	3	0.928572
3604489	128	-84	235	28282.201	5015168	2.2536092	3	0.928572
3604536	128	104	25	325.60953	5152	2.1472423	3	1.307848
3604537	128	108	116	7872.1196	777952	2.6540382	3	1.307848
3604538	128	112	120	8148.9526	804528	2.6553266	3	1.307848
3604563	128	212	208	17698.789	2304784	2.8645825	5	1.3457561
3604564	128	216	185	12935.797	1313392	3.0682201	5	1.3457561
3604565	128	220	179	11537.845	1026896	3.0673599	5	1.3457561
3670022	132	-96	236	30160.639	5603856	2.2538414	3	0.928572
3670023	132	-92	235	29651.789	5458368	2.2536092	3	0.928572
3670024	132	-88	235	29234.309	5321280	2.2536092	3	0.928572
3670025	132	-84	224	26537.428	4652368	2.2510591	3	0.928572
3670072	132	104	111	7276.2383	694032	2.6524298	3	1.307848
3670073	132	108	113	7450.4517	715648	2.6530731	3	1.307848
3670074	132	112	119	7820.3232	744304	2.6550043	3	1.307848
3670099	132	212	210	17829.443	2308176	3.1718431	5	1.3457561
3670100	132	216	187	13096.478	1327936	3.0690808	5	1.3457561
3670101	132	220	178	11296.623	983024	3.0652115	5	1.3457561
3735557	136	-100	237	31256.582	5940720	2.2540736	3	0.928572
3735558	136	-96	236	30717.979	5787776	2.2538414	3	0.928572
3735559	136	-92	235	30241.279	5642496	2.2536092	3	0.928572
3735560	136	-88	227	28177.691	5114640	2.251754	3	0.928572
3735607	136	100	100	6602.4399	614288	2.516392	3	1.307848
3735608	136	104	110	6920.8706	637872	2.6521084	3	1.307848
3735609	136	108	112	7120.543	658896	2.6527514	3	1.307848
3735635	136	212	211	17759.199	2264384	3.172303	5	1.3457561
3735636	136	216	187	13008.672	1309136	2.8556108	5	1.3457561
3735637	136	220	177	11099.738	949232	3.0647824	5	1.3457561
3801092	140	-104	238	32395.805	6292512	2.2543058	3	0.928572
3801093	140	-100	236	31803.707	6131424	2.2538414	3	0.928572
3801094	140	-96	235	31300.303	5978816	2.2536092	3	0.928572
3801095	140	-92	231	29899.688	5593904	2.2526813	3	0.928572
3801142	140	96	98	6030.0376	528944	2.514657	3	1.307848
3801143	140	100	106	6396.4673	565392	2.6508231	3	1.307848
3801144	140	104	109	6602.4185	585392	2.651787	3	1.307848
3801145	140	108	111	6931.6729	624576	2.6524298	3	1.307848
3801171	140	212	212	17745.189	2241888	3.1931338	5	1.3457561
3801172	140	216	188	13045.164	1304112	2.8559835	5	1.3457561
3801173	140	220	177	11019.615	929744	3.0647824	5	1.3457561
3866627	144	-108	241	33642.227	6661216	2.2550027	3	0.928572
3866628	144	-104	238	32982.711	6491216	2.2543058	3	0.928572
3866629	144	-100	236	32425.053	6330512	2.2538414	3	0.928572
3866630	144	-96	233	31437.711	6044912	2.2531452	3	0.928572
3866677	144	92	98	5654.4927	468016	2.514657	3	1.307848
3866678	144	96	101	5888.689	498704	2.5236473	3	1.307848
3866679	144	100	107	6156.9443	519232	2.6511445	3	1.307848
3866680	144	104	109	6459.375	554992	2.651787	3	1.307848
3866707	144	212	214	17936.275	2257760	3.1982675	5	1.3457561
3866708	144	216	190	13217.93	1315920	2.8567293	5	1.3457561
3866709	144	220	177	10963.475	915952	3.0647824	5	1.3457561
3932163	148	-108	246	34393.453	6872000	2.3881421	3	0.928572
3932164	148	-104	238	33614.199	6697568	2.2543058	3	0.928572
3932165	148	-100	236	33090.145	6537184	2.2538414	3	0.928572
3932212	148	88	98	5323.5156	413424	2.514657	3	1.307848
3932213	148	92	100	5596.9907	452576	2.516392	3	1.307848
3932214	148	96	102	5656.333	456240	2.6495395	3	1.307848
3932215	148	100	107	6026.8755	491648	2.6511445	3	1.307848
3932243	148	212	216	18203.918	2304560	3.1992025	5	1.3457561
3932244	148	216	192	13450.874	1344048	2.8574753	5	1.3457561
3932245	148	220	176	10818.672	895168	3.0643532	5	1.3457561
3997698	152	-112	277	37077.715	7336416	2.532409	3	0.928572
3997699	152	-108	276	36329.094	7148560	2.5321159	3	0.928572
3997700	152	-104	239	34308.59	6911984	2.2545381	3	0.928572
3997701	152	-100	228	32007.154	6293440	2.2519858	3	0.928572
3997748	152	88	100	5285.894	400256	2.516392	3	1.307848
3997749	152	92	100	5273.2588	401568	2.5233562	3	1.307848
3997750	152	96	105	5637.5103	434960	2.6505022	3	1.307848
3997779	152	212	220	18797.703	2400576	3.2010746	5	1.3457561
3997780	152	216	194	13623.737	1352784	2.8582218	5	1.3457561
3997781	152	220	176	10806.513	891856	3.0643532	5	1.3457561
4063233	156	-116	277	38370.527	7741472	2.532409	3	1.238096
